names,scores,logfoldchanges,pvals,pvals_adj
MRPL33,0.6895153,0.9289392,0.4904990442991093,1.0
LRRK2,0.6895153,1.796582,0.4904990442991093,1.0
PIM3,0.6895153,0.3613926,0.4904990442991093,1.0
TTF2,0.6895153,1.7333804,0.4904990442991093,1.0
SH2B3,0.6895153,0.11084773,0.4904990442991093,1.0
LAMB3,0.6842113,26.490707,0.49384172089076206,1.0
TERF1P4,0.6842113,26.11771,0.49384172089076206,1.0
SLC9A6,0.6842113,26.067547,0.49384172089076206,1.0
MNAT1,0.6842113,1.1791923,0.49384172089076206,1.0
ZNF33B,0.6842113,26.699059,0.49384172089076206,1.0
LINC01800,0.6842113,26.462828,0.49384172089076206,1.0
MAFB,0.6842113,26.144514,0.49384172089076206,1.0
TAF4,0.6842113,26.140314,0.49384172089076206,1.0
TADA2A,0.6842113,26.401154,0.49384172089076206,1.0
MAST4,0.6842113,25.986332,0.49384172089076206,1.0
HSPA5,0.6842113,-0.037331775,0.49384172089076206,1.0
TLR2,0.6842113,26.443949,0.49384172089076206,1.0
